100 13103 99 santi 2 2 2
100 13103 98 santi 2 2 4
100 13103 97 santi 2 2 1
100 13103 96 santi 2 2 2
100 13103 95 santi 2 2 4
100 13103 94 santi 2 2 3
100 13103 93 santi 2 2 4
100 13103 92 santi 2 2 3
100 13103 91 santi 2 2 1
100 13103 90 santi 2 2 3
100 13103 89 santi 2 2 4
100 13103 88 santi 3 6 5
100 13103 87 santi 3 6 3
100 13103 86 santi 2 2 2
100 13103 85 santi 2 2 2
100 13103 84 santi 2 2 3
100 13103 83 santi 2 2 4
100 13103 82 santi 2 2 4
100 13103 81 santi 2 2 1
100 13103 80 santi 2 2 6
100 13103 79 santi 0 0 0
100 13103 78 santi 2 2 3
100 13103 77 santi 2 2 5
100 13103 76 santi 16 36 6
100 13103 75 santi 2 2 1
100 13103 74 santi 2 2 5
100 13103 73 santi 0 0 0
100 13103 72 santi 2 2 2
100 13103 71 santi 2 2 8
100 13103 70 santi 2 2 5
100 13103 69 santi 2 2 2
100 13103 68 santi 2 2 3
100 13103 67 santi 2 2 3
100 13103 66 santi 1 2 3
100 13103 65 santi 2 2 3
100 13103 64 santi 16 36 3
100 13103 63 santi 0 0 0
100 13103 62 santi 2 2 2
100 13103 61 santi 2 2 2
100 13103 60 santi 2 2 3
100 13103 59 santi 1 1 2
100 13103 58 santi 0 0 0
100 13103 57 santi 2 2 2
100 13103 56 santi 3 6 3
100 13103 55 santi 2 2 3
100 13103 54 santi 0 0 0
100 13103 53 santi 2 2 4
100 13103 52 santi 2 2 2
100 13103 51 santi 2 2 2
100 13103 50 santi 17 32 8
100 13103 49 santi 2 2 2
100 13103 48 santi 2 2 2
100 13103 47 santi 2 2 4
100 13103 46 santi 2 2 1
100 13103 45 santi 3 5 5
100 13103 44 santi 2 2 3
100 13103 43 santi 2 2 4
100 13103 42 santi 2 2 1
100 13103 41 santi 0 0 0
100 13103 40 santi 2 2 2
100 13103 39 santi 2 2 2
100 13103 38 santi 3 6 2
100 13103 37 santi 2 2 4
100 13103 36 santi 2 2 1
100 13103 35 santi 2 2 3
100 13103 34 santi 2 2 1
100 13103 33 santi 2 2 6
100 13103 32 santi 2 2 3
100 13103 31 santi 2 2 5
100 13103 30 santi 3 6 5
100 13103 29 santi 16 36 5
100 13103 28 santi 2 2 2
100 13103 27 santi 2 2 1
100 13103 26 santi 16 36 7
100 13103 25 santi 2 2 3
100 13103 24 santi 1 2 4
100 13103 23 santi 2 2 3
100 13103 22 santi 2 2 3
100 13103 21 santi 2 2 1
100 13103 20 santi 2 2 3
100 13103 19 santi 2 2 1
100 13103 18 santi 2 2 2
100 13103 17 santi 2 2 3
100 13103 16 santi 2 2 3
100 13103 15 santi 16 36 7
100 13103 14 santi 2 2 1
100 13103 13 santi 3 6 6
100 13103 12 santi 2 2 3
100 13103 11 santi 2 2 3
100 13103 10 santi 2 2 1
100 13103 9 santi 2 2 3
100 13103 8 santi 2 2 5
100 13103 7 santi 2 2 2
100 13103 6 santi 2 2 1
100 13103 5 santi 2 2 3
100 13103 4 santi 2 2 4
100 13103 3 santi 2 2 2
100 13103 2 santi 2 2 3
100 13103 1 santi 2 2 3
100 13103 0 santi 2 2 5
100 13011 99 santi 2 2 2
100 13011 98 santi 2 2 2
100 13011 97 santi 2 2 4
100 13011 96 santi 2 2 4
100 13011 95 santi 2 2 3
100 13011 94 santi 2 2 1
100 13011 93 santi 2 2 2
100 13011 92 santi 2 2 5
100 13011 91 santi 2 2 7
100 13011 90 santi 2 2 2
100 13011 89 santi 0 0 0
100 13011 88 santi 2 2 5
100 13011 87 santi 2 2 5
100 13011 86 santi 2 2 4
100 13011 85 santi 2 2 4
100 13011 84 santi 2 2 1
100 13011 83 santi 2 2 4
100 13011 82 santi 0 0 0
100 13011 81 santi 2 2 4
100 13011 80 santi 2 2 5
100 13011 79 santi 2 2 5
100 13011 78 santi 2 2 4
100 13011 77 santi 2 2 4
100 13011 76 santi 2 2 4
100 13011 75 santi 3 6 5
100 13011 74 santi 2 2 1
100 13011 73 santi 2 2 3
100 13011 72 santi 2 2 2
100 13011 71 santi 2 2 5
100 13011 70 santi 2 2 4
100 13011 69 santi 2 2 3
100 13011 68 santi 2 2 1
100 13011 67 santi 2 2 1
100 13011 66 santi 16 36 6
100 13011 65 santi 2 2 2
100 13011 64 santi 2 2 6
100 13011 63 santi 2 2 6
100 13011 62 santi 2 2 2
100 13011 61 santi 2 2 6
100 13011 60 santi 2 2 3
100 13011 59 santi 2 2 4
100 13011 58 santi 2 2 2
100 13011 57 santi 2 2 4
100 13011 56 santi 2 2 2
100 13011 55 santi 2 2 3
100 13011 54 santi 17 32 5
100 13011 53 santi 2 2 4
100 13011 52 santi 2 2 3
100 13011 51 santi 2 2 2
100 13011 50 santi 2 2 3
100 13011 49 santi 2 2 1
100 13011 48 santi 2 2 6
100 13011 47 santi 0 0 0
100 13011 46 santi 2 2 2
100 13011 45 santi 2 2 2
100 13011 44 santi 2 2 1
100 13011 43 santi 2 2 3
100 13011 42 santi 2 2 6
100 13011 41 santi 2 2 3
100 13011 40 santi 2 2 3
100 13011 39 santi 2 2 3
100 13011 38 santi 2 2 3
100 13011 37 santi 2 2 5
100 13011 36 santi 2 2 5
100 13011 35 santi 3 6 4
100 13011 34 santi 0 0 0
100 13011 33 santi 2 2 4
100 13011 32 santi 2 2 5
100 13011 31 santi 2 2 1
100 13011 30 santi 2 2 3
100 13011 29 santi 2 2 2
100 13011 28 santi 2 2 1
100 13011 27 santi 2 2 1
100 13011 26 santi 2 2 4
100 13011 25 santi 2 2 3
100 13011 24 santi 2 2 6
100 13011 23 santi 2 2 1
100 13011 22 santi 2 2 3
100 13011 21 santi 3 5 6
100 13011 20 santi 2 2 2
100 13011 19 santi 2 2 1
100 13011 18 santi 2 2 3
100 13011 17 santi 2 2 5
100 13011 16 santi 2 2 2
100 13011 15 santi 2 2 3
100 13011 14 santi 2 2 5
100 13011 13 santi 2 2 3
100 13011 12 santi 2 2 3
100 13011 11 santi 2 2 5
100 13011 10 santi 17 32 5
100 13011 9 santi 2 2 2
100 13011 8 santi 2 2 4
100 13011 7 santi 2 2 1
100 13011 6 santi 2 2 6
100 13011 5 santi 2 2 6
100 13011 4 santi 2 2 1
100 13011 3 santi 2 2 3
100 13011 2 santi 0 0 0
100 13011 1 santi 2 2 4
100 13011 0 santi 2 2 4
100 12919 99 santi 2 2 4
100 12919 98 santi 2 2 3
100 12919 97 santi 2 2 5
100 12919 96 santi 2 2 1
100 12919 95 santi 2 2 5
100 12919 94 santi 2 2 2
100 12919 93 santi 2 2 6
100 12919 92 santi 2 2 5
100 12919 91 santi 2 2 2
100 12919 90 santi 2 2 2
100 12919 89 santi 2 2 1
100 12919 88 santi 2 2 4
100 12919 87 santi 2 2 2
100 12919 86 santi 2 2 3
100 12919 85 santi 2 2 2
100 12919 84 santi 2 2 2
100 12919 83 santi 2 2 5
100 12919 82 santi 2 2 1
100 12919 81 santi 3 6 3
100 12919 80 santi 1 2 3
100 12919 79 santi 2 2 2
100 12919 78 santi 2 2 3
100 12919 77 santi 3 6 4
100 12919 76 santi 2 2 2
100 12919 75 santi 2 2 4
100 12919 74 santi 2 2 2
100 12919 73 santi 2 2 2
100 12919 72 santi 0 0 0
100 12919 71 santi 1 2 6
100 12919 70 santi 16 36 7
100 12919 69 santi 2 2 3
100 12919 68 santi 2 2 5
100 12919 67 santi 2 2 3
100 12919 66 santi 2 2 3
100 12919 65 santi 2 2 5
100 12919 64 santi 2 2 3
100 12919 63 santi 3 6 5
100 12919 62 santi 3 6 4
100 12919 61 santi 0 0 0
100 12919 60 santi 3 6 6
100 12919 59 santi 2 2 5
100 12919 58 santi 2 2 5
100 12919 57 santi 16 36 5
100 12919 56 santi 2 2 1
100 12919 55 santi 3 6 7
100 12919 54 santi 2 2 4
100 12919 53 santi 2 2 2
100 12919 52 santi 2 2 3
100 12919 51 santi 2 2 4
100 12919 50 santi 2 2 3
100 12919 49 santi 2 2 1
100 12919 48 santi 0 0 0
100 12919 47 santi 2 2 4
100 12919 46 santi 16 36 4
100 12919 45 santi 2 2 3
100 12919 44 santi 2 2 3
100 12919 43 santi 2 2 4
100 12919 42 santi 1 3 6
100 12919 41 santi 2 2 2
100 12919 40 santi 16 36 6
100 12919 39 santi 16 36 6
100 12919 38 santi 2 2 2
100 12919 37 santi 2 2 3
100 12919 36 santi 2 2 4
100 12919 35 santi 2 2 7
100 12919 34 santi 3 6 8
100 12919 33 santi 2 2 2
100 12919 32 santi 2 2 3
100 12919 31 santi 1 3 4
100 12919 30 santi 2 2 2
100 12919 29 santi 2 2 3
100 12919 28 santi 2 2 1
100 12919 27 santi 2 2 1
100 12919 26 santi 2 2 3
100 12919 25 santi 2 2 1
100 12919 24 santi 3 6 6
100 12919 23 santi 2 2 3
100 12919 22 santi 16 36 8
100 12919 21 santi 2 2 2
100 12919 20 santi 2 2 3
100 12919 19 santi 2 2 2
100 12919 18 santi 2 2 5
100 12919 17 santi 2 2 2
100 12919 16 santi 2 2 5
100 12919 15 santi 2 2 1
100 12919 14 santi 2 2 2
100 12919 13 santi 2 2 4
100 12919 12 santi 2 2 2
100 12919 11 santi 2 2 3
100 12919 10 santi 2 2 3
100 12919 9 santi 2 2 1
100 12919 8 santi 2 2 3
100 12919 7 santi 2 2 4
100 12919 6 santi 17 32 5
100 12919 5 santi 2 2 4
100 12919 4 santi 2 2 3
100 12919 3 santi 2 2 6
100 12919 2 santi 2 2 3
100 12919 1 santi 2 2 1
100 12919 0 santi 2 2 3
100 12827 99 santi 2 2 3
100 12827 98 santi 16 36 5
100 12827 97 santi 3 6 6
100 12827 96 santi 2 2 4
100 12827 95 santi 2 2 1
100 12827 94 santi 2 2 3
100 12827 93 santi 2 2 4
100 12827 92 santi 2 2 2
100 12827 91 santi 2 2 2
100 12827 90 santi 2 2 3
100 12827 89 santi 2 2 1
100 12827 88 santi 1 1 3
100 12827 87 santi 2 2 2
100 12827 86 santi 0 0 0
100 12827 85 santi 3 6 3
100 12827 84 santi 2 2 5
100 12827 83 santi 2 2 1
100 12827 82 santi 2 2 5
100 12827 81 santi 2 2 4
100 12827 80 santi 2 2 3
100 12827 79 santi 2 2 1
100 12827 78 santi 3 6 7
100 12827 77 santi 2 2 2
100 12827 76 santi 2 2 5
100 12827 75 santi 2 2 4
100 12827 74 santi 1 1 4
100 12827 73 santi 2 2 4
100 12827 72 santi 2 2 2
100 12827 71 santi 3 6 4
100 12827 70 santi 0 0 0
100 12827 69 santi 2 2 7
100 12827 68 santi 2 2 1
100 12827 67 santi 2 2 3
100 12827 66 santi 3 6 9
100 12827 65 santi 3 6 3
100 12827 64 santi 2 2 7
100 12827 63 santi 2 2 2
100 12827 62 santi 2 2 4
100 12827 61 santi 2 2 5
100 12827 60 santi 0 0 0
100 12827 59 santi 3 6 2
100 12827 58 santi 2 2 3
100 12827 57 santi 2 2 4
100 12827 56 santi 2 2 3
