100 0.501046 1 1 120 0.0909059
100 1.0042 1 2 120 0.128019
100 1.50949 1 3 120 0.156125
100 2.01695 1 4 120 0.179505
100 2.5266 1 5 120 0.199826
100 1.51923 2 6 120 0.217945
100 1.77629 2 7 120 0.234373
100 2.03449 2 8 120 0.249444
100 2.29385 2 9 120 0.263391
100 2.55437 2 10 120 0.276385
100 1.87739 3 11 120 0.288555
100 2.05267 3 12 120 0.3
100 2.22876 3 13 120 0.310801
100 2.40567 3 14 120 0.321023
100 1.93757 4 15 120 0.330719
100 2.07152 4 16 120 0.339935
100 2.20612 4 17 120 0.348708
100 2.34137 4 18 120 0.357071
100 2.47728 4 19 120 0.365053
100 2.61387 4 20 120 0.372678
100 2.75115 4 21 120 0.379967
100 2.88912 4 22 120 0.38694
100 2.42223 5 23 120 0.393612
100 2.53375 5 24 120 0.4
100 2.64584 5 25 120 0.406116
100 2.75853 5 26 120 0.411974
100 2.39318 6 27 120 0.417582
100 2.4881 6 28 120 0.422953
100 2.58353 6 29 120 0.428093
100 2.67949 6 30 120 0.433013
100 2.77599 6 31 120 0.437718
100 2.46259 7 32 120 0.442217
100 2.54624 7 33 120 0.446514
100 2.63037 7 34 120 0.450617
100 2.71499 7 35 120 0.45453
100 2.4501 8 36 120 0.458258
100 2.52503 8 37 120 0.461805
100 2.6004 8 38 120 0.465176
100 2.37888 9 39 120 0.468375
100 2.44671 9 40 120 0.471405
100 2.51497 9 41 120 0.474268
100 2.58366 9 42 120 0.47697
100 2.38751 10 43 120 0.479511
100 2.45013 10 44 120 0.481894
100 2.51317 10 45 120 0.484123
100 2.57662 10 46 120 0.486198
100 2.64051 10 47 120 0.488123
100 2.45895 11 48 120 0.489898
100 2.51783 11 49 120 0.491525
100 2.57714 11 50 120 0.493007
100 2.63686 11 51 120 0.494343
100 2.69703 11 52 120 0.495536
100 2.52783 12 53 120 0.496586
100 2.5838 12 54 120 0.497494
100 2.6402 12 55 120 0.498261
100 2.69703 12 56 120 0.498888
100 2.75431 12 57 120 0.499375
100 2.59574 13 58 120 0.499722
100 2.64946 13 59 120 0.499931
100 2.51051 14 60 120 0.5
100 2.56123 14 61 120 0.499931
100 2.61238 14 62 120 0.499722
100 2.66398 14 63 120 0.499375
100 2.53496 15 64 120 0.498888
100 2.58397 15 65 120 0.498261
100 2.63344 15 66 120 0.497494
100 2.51565 16 67 120 0.496586
100 2.5629 16 68 120 0.495536
100 2.45703 17 69 120 0.494343
100 2.50237 17 70 120 0.493007
100 2.54817 17 71 120 0.491525
100 2.4503 18 72 120 0.489898
100 2.49445 18 73 120 0.488123
100 2.53907 18 74 120 0.486198
100 2.44817 19 75 120 0.484123
100 2.49139 19 76 120 0.481894
100 2.5351 19 77 120 0.479511
100 2.57932 19 78 120 0.47697
100 2.49286 20 79 120 0.474268
100 2.5359 20 80 120 0.471405
100 2.57947 20 81 120 0.468375
100 2.49868 21 82 120 0.465176
100 2.54127 21 83 120 0.461805
100 2.46697 22 84 120 0.458258
100 2.50875 22 85 120 0.45453
100 2.44022 23 86 120 0.450617
100 2.48137 23 87 120 0.446514
100 2.41801 24 88 120 0.442217
100 2.45867 24 89 120 0.437718
100 2.4 25 90 120 0.433013
100 2.44034 25 91 120 0.428093
100 2.38594 26 92 120 0.422953
100 2.33626 27 93 120 0.417582
100 2.37567 27 94 120 0.411974
100 2.32956 28 95 120 0.406116
100 2.28739 29 96 120 0.4
100 2.24881 30 97 120 0.393612
100 2.21352 31 98 120 0.38694
100 2.18126 32 99 120 0.379967
100 2.15182 33 100 120 0.372678
100 2.12502 34 101 120 0.365053
100 2.10069 35 102 120 0.357071
100 2.07871 36 103 120 0.348708
100 2.05898 37 104 120 0.339935
100 2.04141 38 105 120 0.330719
100 2.02595 39 106 120 0.321023
100 2.01258 40 107 120 0.310801
100 2.05132 40 108 120 0.3
100 2.04069 41 109 120 0.288555
100 2.03236 42 110 120 0.276385
100 2.02643 43 111 120 0.263391
100 2.02309 44 112 120 0.249444
100 2.02261 45 113 120 0.234373
100 2.02537 46 114 120 0.217945
100 2.03202 47 115 120 0.199826
100 2.04356 48 116 120 0.179505
100 2.06176 49 117 120 0.156125
100 2.09016 50 118 120 0.128019
100 2.13815 51 119 120 0.0909059
100 2.30769 52 120 120 0
100 1.1659 52 121 120 0.0909059
100 1.17801 52 122 120 0.128019
100 1.19018 52 123 120 0.156125
100 1.20241 52 124 120 0.179505
100 1.21471 52 125 120 0.199826
100 1.22707 52 126 120 0.217945
100 1.2395 52 127 120 0.234373
100 1.252 52 128 120 0.249444
100 1.26456 52 129 120 0.263391
100 1.27719 52 130 120 0.276385
100 1.28989 52 131 120 0.288555
100 1.30265 52 132 120 0.3
100 1.3155 52 133 120 0.310801
100 1.32841 52 134 120 0.321023
100 1.34139 52 135 120 0.330719
100 1.35446 52 136 120 0.339935
100 1.36759 52 137 120 0.348708
100 1.38081 52 138 120 0.357071
100 1.3941 52 139 120 0.365053
100 1.40747 52 140 120 0.372678
100 1.42092 52 141 120 0.379967
100 1.43446 52 142 120 0.38694
100 1.44807 52 143 120 0.393612
100 1.46178 52 144 120 0.4
100 1.47557 52 145 120 0.406116
100 1.48944 52 146 120 0.411974
100 1.50341 52 147 120 0.417582
100 1.51747 52 148 120 0.422953
100 1.53162 52 149 120 0.428093
100 1.54586 52 150 120 0.433013
100 1.5602 52 151 120 0.437718
100 1.57464 52 152 120 0.442217
100 1.58917 52 153 120 0.446514
100 1.60381 52 154 120 0.450617
100 1.61855 52 155 120 0.45453
100 1.6334 52 156 120 0.458258
100 1.64835 52 157 120 0.461805
100 1.66342 52 158 120 0.465176
100 1.67859 52 159 120 0.468375
100 1.69388 52 160 120 0.471405
100 1.70928 52 161 120 0.474268
100 1.7248 52 162 120 0.47697
100 1.74045 52 163 120 0.479511
100 1.75621 52 164 120 0.481894
100 1.7721 52 165 120 0.484123
100 1.78813 52 166 120 0.486198
